debate,speaker,text
biden_trump_2020,BIDEN,"This isn't about me. There's a reason why he's bringing up all this malarkey. There's a reason for it. He doesn't want to talk about the substantive issues. It's not about his family and my family. It's about your family, and your family's hurting badly. If you're making less than, if you're a middle class family, you're getting hurt badly right now. You're sitting at the kitchen table this morning deciding, well, we can't get new tires, they're bald, because we have to wait another month. Or, so are we going to be able to pay the mortgage? Who's going to tell her, she can't go back to community college? They're the decisions you're making in the middle class families like I grew up in Scranton and Claymot. They're in trouble. We should be talking about your families but that's the last thing he wants to talk about. "
biden_trump_2020,WELKER,"I wanted to say, I want to tell — "
biden_trump_2020,TRUMP,"That is a typical statement. Just 10 seconds, please. "
biden_trump_2020,WELKER,"10 seconds Mr President, 10 seconds. "
biden_trump_2020,TRUMP,"Just a typical political statement. Let's get off this China thing, and then he looks — the family, around the table, everything. Just a typical politician when I see that. "
biden_trump_2020,WELKER,"All right, let's talk — "
biden_trump_2020,TRUMP,"I'm not a typical politician, that's why I got elected. "
biden_trump_2020,WELKER,Let's talk about — 
biden_trump_2020,TRUMP,"Let's get off the subject of China, let's talk around sitting around the table. Come on, Joe, you can do better. "
biden_trump_2020,WELKER,"We're gonna talk about North Korea now. President Trump, you've met with North Korean leader Kim Jong Un's three times. You've talked about your beautiful letters with him, you've touted the fact that there hasn't been a war or a long range missile test, and yet North Korea recently rolled out its biggest ever intercontinental ballistic missile and continues to develop its nuclear arsenal. Do you see that as a betrayal of the relationship? Just 30 seconds here because we need to get on to the next topic. "
biden_trump_2020,TRUMP,"When I met with Barack Obama, we sat in the White House, right at the beginning had a great conversation, was supposed to be 15 minutes and it was well over an hour. He said the biggest problem we have is North Korea. He indicated we will be in a war with North Korea. Guess what, it would be a nuclear war, and he does have plenty of nuclear capability. In the meantime, I have a very good relationship with him, different kind of a guy but he probably thinks the same thing about me. We have a different kind of relationship. We have a very good relationship, and there's no war. And you know, about two months ago, he broke into a certain area. They said, 'oh there's going to be trouble.' I said, 'No, they're not. Because he's not going to do that.' And I was right. "
biden_trump_2020,WELKER,"Vice President Biden, North Korea conducted four nuclear tests under the Obama administration. Why do you think you would be able to rein in this persistent threat? "
